id,created_at,updated_at,name,background_color
19935,2024-01-23 05:35:23,2024-01-23 05:35:23,structure,#FFFFFF
19934,2024-01-23 05:35:23,2024-01-23 05:35:23,whether,#FFFFFF
19933,2024-01-23 05:35:23,2024-01-23 05:35:23,idea,#FFFFFF
19932,2024-01-23 05:35:23,2024-01-23 05:35:23,feeling,#FFFFFF
19931,2024-01-23 05:35:23,2024-01-23 05:35:23,while,#FFFFFF
19930,2024-01-23 05:35:23,2024-01-23 05:35:23,per,#FFFFFF
19929,2024-01-23 05:35:23,2024-01-23 05:35:23,contain,#FFFFFF
19928,2024-01-23 05:35:23,2024-01-23 05:35:23,body,#FFFFFF
19927,2024-01-23 05:35:23,2024-01-23 05:35:23,true,#FFFFFF
19926,2024-01-23 05:35:23,2024-01-23 05:35:23,tonight,#FFFFFF
19925,2024-01-23 05:35:23,2024-01-23 05:35:23,draw,#FFFFFF
19924,2024-01-23 05:35:23,2024-01-23 05:35:23,word,#FFFFFF
19923,2024-01-23 05:35:22,2024-01-23 05:35:22,simple,#FFFFFF
19922,2024-01-23 05:35:22,2024-01-23 05:35:22,billion,#FFFFFF
19921,2024-01-23 05:35:22,2024-01-23 05:35:22,show,#FFFFFF
19920,2024-01-23 05:35:22,2024-01-23 05:35:22,write,#FFFFFF
19919,2024-01-23 05:35:22,2024-01-23 05:35:22,agree,#FFFFFF
19918,2024-01-23 05:35:22,2024-01-23 05:35:22,east,#FFFFFF
19917,2024-01-23 05:35:22,2024-01-23 05:35:22,brother,#FFFFFF
19916,2024-01-23 05:35:22,2024-01-23 05:35:22,require,#FFFFFF
19915,2024-01-23 05:35:22,2024-01-23 05:35:22,activity,#FFFFFF
19914,2024-01-23 05:35:22,2024-01-23 05:35:22,front,#FFFFFF
19913,2024-01-23 05:35:22,2024-01-23 05:35:22,be,#FFFFFF
19912,2024-01-23 05:35:22,2024-01-23 05:35:22,country,#FFFFFF
19911,2024-01-23 05:35:22,2024-01-23 05:35:22,their,#FFFFFF
19910,2024-01-23 05:35:22,2024-01-23 05:35:22,among,#FFFFFF
19909,2024-01-23 05:35:22,2024-01-23 05:35:22,possible,#FFFFFF
19908,2024-01-23 05:35:22,2024-01-23 05:35:22,do,#FFFFFF
19907,2024-01-23 05:35:22,2024-01-23 05:35:22,hotel,#FFFFFF
19906,2024-01-23 05:35:22,2024-01-23 05:35:22,rock,#FFFFFF
19905,2024-01-23 05:35:22,2024-01-23 05:35:22,interesting,#FFFFFF
19904,2024-01-23 05:35:22,2024-01-23 05:35:22,board,#FFFFFF
19903,2024-01-23 05:35:22,2024-01-23 05:35:22,player,#FFFFFF
19902,2024-01-23 05:35:22,2024-01-23 05:35:22,true,#FFFFFF
19901,2024-01-23 05:35:22,2024-01-23 05:35:22,visit,#FFFFFF
19900,2024-01-23 05:35:22,2024-01-23 05:35:22,mother,#FFFFFF
19899,2024-01-23 05:35:22,2024-01-23 05:35:22,force,#FFFFFF
19898,2024-01-23 05:35:22,2024-01-23 05:35:22,Mr,#FFFFFF
19897,2024-01-23 05:35:22,2024-01-23 05:35:22,wall,#FFFFFF
19896,2024-01-23 05:35:22,2024-01-23 05:35:22,visit,#FFFFFF
19895,2024-01-23 05:35:22,2024-01-23 05:35:22,cultural,#FFFFFF
19894,2024-01-23 05:35:21,2024-01-23 05:35:21,stand,#FFFFFF
19893,2024-01-23 05:35:21,2024-01-23 05:35:21,employee,#FFFFFF
19892,2024-01-23 05:35:21,2024-01-23 05:35:21,production,#FFFFFF
19891,2024-01-23 05:35:21,2024-01-23 05:35:21,center,#FFFFFF
19890,2024-01-23 05:35:21,2024-01-23 05:35:21,just,#FFFFFF
19889,2024-01-23 05:35:21,2024-01-23 05:35:21,garden,#FFFFFF
19888,2024-01-23 05:35:21,2024-01-23 05:35:21,animal,#FFFFFF
19887,2024-01-23 05:35:21,2024-01-23 05:35:21,case,#FFFFFF
19886,2024-01-23 05:35:21,2024-01-23 05:35:21,yeah,#FFFFFF
19885,2024-01-23 05:35:21,2024-01-23 05:35:21,expert,#FFFFFF
19884,2024-01-23 05:35:21,2024-01-23 05:35:21,wonder,#FFFFFF
19883,2024-01-23 05:35:21,2024-01-23 05:35:21,front,#FFFFFF
19882,2024-01-23 05:35:21,2024-01-23 05:35:21,thus,#FFFFFF
19881,2024-01-23 05:35:21,2024-01-23 05:35:21,whose,#FFFFFF
19880,2024-01-23 05:35:21,2024-01-23 05:35:21,sort,#FFFFFF
19879,2024-01-23 05:35:21,2024-01-23 05:35:21,once,#FFFFFF
19878,2024-01-23 05:35:21,2024-01-23 05:35:21,PM,#FFFFFF
19877,2024-01-23 05:35:21,2024-01-23 05:35:21,threat,#FFFFFF
19876,2024-01-23 05:35:21,2024-01-23 05:35:21,without,#FFFFFF
19875,2024-01-23 05:35:21,2024-01-23 05:35:21,represent,#FFFFFF
19874,2024-01-23 05:35:21,2024-01-23 05:35:21,lead,#FFFFFF
19873,2024-01-23 05:35:21,2024-01-23 05:35:21,because,#FFFFFF
19872,2024-01-23 05:35:21,2024-01-23 05:35:21,threat,#FFFFFF
19871,2024-01-23 05:35:21,2024-01-23 05:35:21,practice,#FFFFFF
19870,2024-01-23 05:35:20,2024-01-23 05:35:20,everything,#FFFFFF
19869,2024-01-23 05:35:20,2024-01-23 05:35:20,entire,#FFFFFF
19868,2024-01-23 05:35:20,2024-01-23 05:35:20,lot,#FFFFFF
19867,2024-01-23 05:35:20,2024-01-23 05:35:20,product,#FFFFFF
19866,2024-01-23 05:35:20,2024-01-23 05:35:20,rate,#FFFFFF
19865,2024-01-23 05:35:20,2024-01-23 05:35:20,she,#FFFFFF
19864,2024-01-23 05:35:20,2024-01-23 05:35:20,affect,#FFFFFF
19863,2024-01-23 05:35:20,2024-01-23 05:35:20,seat,#FFFFFF
19862,2024-01-23 05:35:20,2024-01-23 05:35:20,article,#FFFFFF
19861,2024-01-23 05:35:20,2024-01-23 05:35:20,woman,#FFFFFF
19860,2024-01-23 05:35:20,2024-01-23 05:35:20,window,#FFFFFF
19859,2024-01-23 05:35:20,2024-01-23 05:35:20,cut,#FFFFFF
19858,2024-01-23 05:35:20,2024-01-23 05:35:20,home,#FFFFFF
19857,2024-01-23 05:35:20,2024-01-23 05:35:20,indicate,#FFFFFF
19856,2024-01-23 05:35:20,2024-01-23 05:35:20,entire,#FFFFFF
19855,2024-01-23 05:35:20,2024-01-23 05:35:20,art,#FFFFFF
19854,2024-01-23 05:35:20,2024-01-23 05:35:20,model,#FFFFFF
19853,2024-01-23 05:35:20,2024-01-23 05:35:20,with,#FFFFFF
19852,2024-01-23 05:35:20,2024-01-23 05:35:20,home,#FFFFFF
19851,2024-01-23 05:35:20,2024-01-23 05:35:20,impact,#FFFFFF
19850,2024-01-23 05:35:20,2024-01-23 05:35:20,specific,#FFFFFF
19849,2024-01-23 05:35:20,2024-01-23 05:35:20,provide,#FFFFFF
19848,2024-01-23 05:35:20,2024-01-23 05:35:20,pick,#FFFFFF
19847,2024-01-23 05:35:20,2024-01-23 05:35:20,too,#FFFFFF
19846,2024-01-23 05:35:20,2024-01-23 05:35:20,bill,#FFFFFF
19845,2024-01-23 05:35:20,2024-01-23 05:35:20,wall,#FFFFFF
19844,2024-01-23 05:35:19,2024-01-23 05:35:19,class,#FFFFFF
19843,2024-01-23 05:35:19,2024-01-23 05:35:19,natural,#FFFFFF
19842,2024-01-23 05:35:19,2024-01-23 05:35:19,nothing,#FFFFFF
19841,2024-01-23 05:35:19,2024-01-23 05:35:19,field,#FFFFFF
19840,2024-01-23 05:35:19,2024-01-23 05:35:19,rock,#FFFFFF
19839,2024-01-23 05:35:19,2024-01-23 05:35:19,ground,#FFFFFF
19838,2024-01-23 05:35:19,2024-01-23 05:35:19,wrong,#FFFFFF
19837,2024-01-23 05:35:19,2024-01-23 05:35:19,economy,#FFFFFF
19836,2024-01-23 05:35:19,2024-01-23 05:35:19,successful,#FFFFFF
19835,2024-01-23 05:35:19,2024-01-23 05:35:19,number,#FFFFFF
19834,2024-01-23 05:35:19,2024-01-23 05:35:19,church,#FFFFFF
19833,2024-01-23 05:35:19,2024-01-23 05:35:19,man,#FFFFFF
19832,2024-01-23 05:35:19,2024-01-23 05:35:19,laugh,#FFFFFF
19831,2024-01-23 05:35:19,2024-01-23 05:35:19,argue,#FFFFFF
19830,2024-01-23 05:35:19,2024-01-23 05:35:19,top,#FFFFFF
19829,2024-01-23 05:35:19,2024-01-23 05:35:19,simply,#FFFFFF
19828,2024-01-23 05:35:19,2024-01-23 05:35:19,may,#FFFFFF
19827,2024-01-23 05:35:19,2024-01-23 05:35:19,language,#FFFFFF
19826,2024-01-23 05:35:19,2024-01-23 05:35:19,task,#FFFFFF
19825,2024-01-23 05:35:19,2024-01-23 05:35:19,color,#FFFFFF
19824,2024-01-23 05:35:19,2024-01-23 05:35:19,town,#FFFFFF
19823,2024-01-23 05:35:19,2024-01-23 05:35:19,dog,#FFFFFF
19822,2024-01-23 05:35:19,2024-01-23 05:35:19,increase,#FFFFFF
19821,2024-01-23 05:35:19,2024-01-23 05:35:19,create,#FFFFFF
19820,2024-01-23 05:35:19,2024-01-23 05:35:19,phone,#FFFFFF
19819,2024-01-23 05:35:19,2024-01-23 05:35:19,easy,#FFFFFF
19818,2024-01-23 05:35:19,2024-01-23 05:35:19,fear,#FFFFFF
19817,2024-01-23 05:35:19,2024-01-23 05:35:19,turn,#FFFFFF
19816,2024-01-23 05:35:19,2024-01-23 05:35:19,law,#FFFFFF
19815,2024-01-23 05:35:19,2024-01-23 05:35:19,school,#FFFFFF
19814,2024-01-23 05:35:19,2024-01-23 05:35:19,somebody,#FFFFFF
19813,2024-01-23 05:35:19,2024-01-23 05:35:19,whose,#FFFFFF
19812,2024-01-23 05:35:19,2024-01-23 05:35:19,break,#FFFFFF
19811,2024-01-23 05:35:19,2024-01-23 05:35:19,ability,#FFFFFF
19810,2024-01-23 05:35:19,2024-01-23 05:35:19,thank,#FFFFFF
19809,2024-01-23 05:35:18,2024-01-23 05:35:18,control,#FFFFFF
19808,2024-01-23 05:35:18,2024-01-23 05:35:18,treatment,#FFFFFF
19807,2024-01-23 05:35:18,2024-01-23 05:35:18,hotel,#FFFFFF
19806,2024-01-23 05:35:18,2024-01-23 05:35:18,skill,#FFFFFF
19805,2024-01-23 05:35:18,2024-01-23 05:35:18,call,#FFFFFF
19804,2024-01-23 05:35:18,2024-01-23 05:35:18,the,#FFFFFF
19803,2024-01-23 05:35:18,2024-01-23 05:35:18,billion,#FFFFFF
19802,2024-01-23 05:35:18,2024-01-23 05:35:18,rule,#FFFFFF
19801,2024-01-23 05:35:18,2024-01-23 05:35:18,finally,#FFFFFF
19800,2024-01-23 05:35:18,2024-01-23 05:35:18,source,#FFFFFF
19799,2024-01-23 05:35:18,2024-01-23 05:35:18,your,#FFFFFF
19798,2024-01-23 05:35:18,2024-01-23 05:35:18,film,#FFFFFF
19797,2024-01-23 05:35:18,2024-01-23 05:35:18,local,#FFFFFF
19796,2024-01-23 05:35:18,2024-01-23 05:35:18,keep,#FFFFFF
19795,2024-01-23 05:35:18,2024-01-23 05:35:18,budget,#FFFFFF
19794,2024-01-23 05:35:18,2024-01-23 05:35:18,consider,#FFFFFF
19793,2024-01-23 05:35:18,2024-01-23 05:35:18,back,#FFFFFF
19792,2024-01-23 05:35:18,2024-01-23 05:35:18,shake,#FFFFFF
19791,2024-01-23 05:35:18,2024-01-23 05:35:18,new,#FFFFFF
19790,2024-01-23 05:35:18,2024-01-23 05:35:18,magazine,#FFFFFF
19789,2024-01-23 05:35:18,2024-01-23 05:35:18,truth,#FFFFFF
19788,2024-01-23 05:35:18,2024-01-23 05:35:18,ability,#FFFFFF
19787,2024-01-23 05:35:18,2024-01-23 05:35:18,yet,#FFFFFF
19786,2024-01-23 05:35:18,2024-01-23 05:35:18,run,#FFFFFF
19785,2024-01-23 05:35:18,2024-01-23 05:35:18,ten,#FFFFFF
19784,2024-01-23 05:35:18,2024-01-23 05:35:18,similar,#FFFFFF
19783,2024-01-23 05:35:17,2024-01-23 05:35:17,including,#FFFFFF
19782,2024-01-23 05:35:17,2024-01-23 05:35:17,follow,#FFFFFF
19781,2024-01-23 05:35:17,2024-01-23 05:35:17,carry,#FFFFFF
19780,2024-01-23 05:35:17,2024-01-23 05:35:17,take,#FFFFFF
19779,2024-01-23 05:35:17,2024-01-23 05:35:17,improve,#FFFFFF
19778,2024-01-23 05:35:17,2024-01-23 05:35:17,agreement,#FFFFFF
19777,2024-01-23 05:35:17,2024-01-23 05:35:17,government,#FFFFFF
19776,2024-01-23 05:35:17,2024-01-23 05:35:17,technology,#FFFFFF
19775,2024-01-23 05:35:17,2024-01-23 05:35:17,computer,#FFFFFF
19774,2024-01-23 05:35:17,2024-01-23 05:35:17,local,#FFFFFF
19773,2024-01-23 05:35:17,2024-01-23 05:35:17,let,#FFFFFF
19772,2024-01-23 05:35:17,2024-01-23 05:35:17,someone,#FFFFFF
19771,2024-01-23 05:35:17,2024-01-23 05:35:17,kid,#FFFFFF
19770,2024-01-23 05:35:17,2024-01-23 05:35:17,but,#FFFFFF
19769,2024-01-23 05:35:17,2024-01-23 05:35:17,recent,#FFFFFF
19768,2024-01-23 05:35:17,2024-01-23 05:35:17,this,#FFFFFF
19767,2024-01-23 05:35:17,2024-01-23 05:35:17,note,#FFFFFF
19766,2024-01-23 05:35:17,2024-01-23 05:35:17,wear,#FFFFFF
19765,2024-01-23 05:35:17,2024-01-23 05:35:17,mouth,#FFFFFF
19764,2024-01-23 05:35:17,2024-01-23 05:35:17,environment,#FFFFFF
19763,2024-01-23 05:35:17,2024-01-23 05:35:17,simple,#FFFFFF
19762,2024-01-23 05:35:17,2024-01-23 05:35:17,film,#FFFFFF
19761,2024-01-23 05:35:17,2024-01-23 05:35:17,think,#FFFFFF
19760,2024-01-23 05:35:17,2024-01-23 05:35:17,discover,#FFFFFF
19759,2024-01-23 05:35:17,2024-01-23 05:35:17,five,#FFFFFF
19758,2024-01-23 05:35:17,2024-01-23 05:35:17,west,#FFFFFF
19757,2024-01-23 05:35:16,2024-01-23 05:35:16,phone,#FFFFFF
19756,2024-01-23 05:35:16,2024-01-23 05:35:16,until,#FFFFFF
19755,2024-01-23 05:35:16,2024-01-23 05:35:16,debate,#FFFFFF
19754,2024-01-23 05:35:16,2024-01-23 05:35:16,indicate,#FFFFFF
19753,2024-01-23 05:35:16,2024-01-23 05:35:16,use,#FFFFFF
19752,2024-01-23 05:35:16,2024-01-23 05:35:16,since,#FFFFFF
19751,2024-01-23 05:35:16,2024-01-23 05:35:16,against,#FFFFFF
19750,2024-01-23 05:35:16,2024-01-23 05:35:16,hear,#FFFFFF
19749,2024-01-23 05:35:16,2024-01-23 05:35:16,conference,#FFFFFF
19748,2024-01-23 05:35:16,2024-01-23 05:35:16,common,#FFFFFF
19747,2024-01-23 05:35:16,2024-01-23 05:35:16,serve,#FFFFFF
19746,2024-01-23 05:35:16,2024-01-23 05:35:16,car,#FFFFFF
19745,2024-01-23 05:35:16,2024-01-23 05:35:16,education,#FFFFFF
19744,2024-01-23 05:35:16,2024-01-23 05:35:16,close,#FFFFFF
19743,2024-01-23 05:35:16,2024-01-23 05:35:16,major,#FFFFFF
19742,2024-01-23 05:35:16,2024-01-23 05:35:16,response,#FFFFFF
19741,2024-01-23 05:35:16,2024-01-23 05:35:16,design,#FFFFFF
19740,2024-01-23 05:35:16,2024-01-23 05:35:16,move,#FFFFFF
19739,2024-01-23 05:35:16,2024-01-23 05:35:16,so,#FFFFFF
19738,2024-01-23 05:35:16,2024-01-23 05:35:16,view,#FFFFFF
19737,2024-01-23 05:35:16,2024-01-23 05:35:16,important,#FFFFFF
19736,2024-01-23 05:35:16,2024-01-23 05:35:16,deep,#FFFFFF
19735,2024-01-23 05:35:16,2024-01-23 05:35:16,bit,#FFFFFF
19734,2024-01-23 05:35:16,2024-01-23 05:35:16,table,#FFFFFF
19733,2024-01-23 05:35:16,2024-01-23 05:35:16,ahead,#FFFFFF
19732,2024-01-23 05:35:16,2024-01-23 05:35:16,partner,#FFFFFF
19731,2024-01-23 05:35:16,2024-01-23 05:35:16,way,#FFFFFF
19730,2024-01-23 05:35:15,2024-01-23 05:35:15,let,#FFFFFF
19729,2024-01-23 05:35:15,2024-01-23 05:35:15,them,#FFFFFF
19728,2024-01-23 05:35:15,2024-01-23 05:35:15,best,#FFFFFF
19727,2024-01-23 05:35:15,2024-01-23 05:35:15,city,#FFFFFF
19726,2024-01-23 05:35:15,2024-01-23 05:35:15,debate,#FFFFFF
19725,2024-01-23 05:35:15,2024-01-23 05:35:15,onto,#FFFFFF
19724,2024-01-23 05:35:15,2024-01-23 05:35:15,visit,#FFFFFF
19723,2024-01-23 05:35:15,2024-01-23 05:35:15,always,#FFFFFF
19722,2024-01-23 05:35:15,2024-01-23 05:35:15,score,#FFFFFF
19721,2024-01-23 05:35:15,2024-01-23 05:35:15,to,#FFFFFF
19720,2024-01-23 05:35:15,2024-01-23 05:35:15,military,#FFFFFF
19719,2024-01-23 05:35:15,2024-01-23 05:35:15,marriage,#FFFFFF
19718,2024-01-23 05:35:15,2024-01-23 05:35:15,ability,#FFFFFF
19717,2024-01-23 05:35:15,2024-01-23 05:35:15,lot,#FFFFFF
19716,2024-01-23 05:35:15,2024-01-23 05:35:15,or,#FFFFFF
19715,2024-01-23 05:35:15,2024-01-23 05:35:15,ability,#FFFFFF
19714,2024-01-23 05:35:15,2024-01-23 05:35:15,with,#FFFFFF
19713,2024-01-23 05:35:15,2024-01-23 05:35:15,father,#FFFFFF
19712,2024-01-23 05:35:15,2024-01-23 05:35:15,process,#FFFFFF
19711,2024-01-23 05:35:15,2024-01-23 05:35:15,player,#FFFFFF
19710,2024-01-23 05:35:15,2024-01-23 05:35:15,second,#FFFFFF
19709,2024-01-23 05:35:15,2024-01-23 05:35:15,thank,#FFFFFF
19708,2024-01-23 05:35:15,2024-01-23 05:35:15,nation,#FFFFFF
19707,2024-01-23 05:35:15,2024-01-23 05:35:15,rich,#FFFFFF
19706,2024-01-23 05:35:14,2024-01-23 05:35:14,brother,#FFFFFF
19705,2024-01-23 05:35:14,2024-01-23 05:35:14,improve,#FFFFFF
19704,2024-01-23 05:35:14,2024-01-23 05:35:14,interest,#FFFFFF
19703,2024-01-23 05:35:14,2024-01-23 05:35:14,condition,#FFFFFF
19702,2024-01-23 05:35:14,2024-01-23 05:35:14,yard,#FFFFFF
19701,2024-01-23 05:35:14,2024-01-23 05:35:14,as,#FFFFFF
19700,2024-01-23 05:35:14,2024-01-23 05:35:14,choice,#FFFFFF
19699,2024-01-23 05:35:14,2024-01-23 05:35:14,difference,#FFFFFF
19698,2024-01-23 05:35:14,2024-01-23 05:35:14,spend,#FFFFFF
19697,2024-01-23 05:35:14,2024-01-23 05:35:14,international,#FFFFFF
19696,2024-01-23 05:35:14,2024-01-23 05:35:14,investment,#FFFFFF
19695,2024-01-23 05:35:14,2024-01-23 05:35:14,election,#FFFFFF
19694,2024-01-23 05:35:14,2024-01-23 05:35:14,drug,#FFFFFF
19693,2024-01-23 05:35:14,2024-01-23 05:35:14,we,#FFFFFF
19692,2024-01-23 05:35:14,2024-01-23 05:35:14,finally,#FFFFFF
19691,2024-01-23 05:35:14,2024-01-23 05:35:14,throw,#FFFFFF
19690,2024-01-23 05:35:14,2024-01-23 05:35:14,hope,#FFFFFF
19689,2024-01-23 05:35:14,2024-01-23 05:35:14,arm,#FFFFFF
19688,2024-01-23 05:35:14,2024-01-23 05:35:14,series,#FFFFFF
19687,2024-01-23 05:35:14,2024-01-23 05:35:14,tend,#FFFFFF
19686,2024-01-23 05:35:14,2024-01-23 05:35:14,someone,#FFFFFF
19685,2024-01-23 05:35:14,2024-01-23 05:35:14,structure,#FFFFFF
19684,2024-01-23 05:35:14,2024-01-23 05:35:14,safe,#FFFFFF
19683,2024-01-23 05:35:14,2024-01-23 05:35:14,gun,#FFFFFF
19682,2024-01-23 05:35:13,2024-01-23 05:35:13,member,#FFFFFF
19681,2024-01-23 05:35:13,2024-01-23 05:35:13,close,#FFFFFF
19680,2024-01-23 05:35:13,2024-01-23 05:35:13,she,#FFFFFF
19679,2024-01-23 05:35:13,2024-01-23 05:35:13,its,#FFFFFF
19678,2024-01-23 05:35:13,2024-01-23 05:35:13,card,#FFFFFF
19677,2024-01-23 05:35:13,2024-01-23 05:35:13,science,#FFFFFF
19676,2024-01-23 05:35:13,2024-01-23 05:35:13,wind,#FFFFFF
19675,2024-01-23 05:35:13,2024-01-23 05:35:13,officer,#FFFFFF
19674,2024-01-23 05:35:13,2024-01-23 05:35:13,do,#FFFFFF
19673,2024-01-23 05:35:13,2024-01-23 05:35:13,glass,#FFFFFF
19672,2024-01-23 05:35:13,2024-01-23 05:35:13,we,#FFFFFF
19671,2024-01-23 05:35:13,2024-01-23 05:35:13,girl,#FFFFFF
19670,2024-01-23 05:35:13,2024-01-23 05:35:13,news,#FFFFFF
19669,2024-01-23 05:35:13,2024-01-23 05:35:13,from,#FFFFFF
19668,2024-01-23 05:35:13,2024-01-23 05:35:13,least,#FFFFFF
19667,2024-01-23 05:35:13,2024-01-23 05:35:13,human,#FFFFFF
19666,2024-01-23 05:35:13,2024-01-23 05:35:13,Mr,#FFFFFF
19665,2024-01-23 05:35:13,2024-01-23 05:35:13,mother,#FFFFFF
19664,2024-01-23 05:35:13,2024-01-23 05:35:13,first,#FFFFFF
19663,2024-01-23 05:35:13,2024-01-23 05:35:13,enough,#FFFFFF
19662,2024-01-23 05:35:13,2024-01-23 05:35:13,with,#FFFFFF
19661,2024-01-23 05:35:13,2024-01-23 05:35:13,buy,#FFFFFF
19660,2024-01-23 05:35:13,2024-01-23 05:35:13,likely,#FFFFFF
19659,2024-01-23 05:35:13,2024-01-23 05:35:13,painting,#FFFFFF
19658,2024-01-23 05:35:13,2024-01-23 05:35:13,radio,#FFFFFF
19657,2024-01-23 05:35:12,2024-01-23 05:35:12,time,#FFFFFF
19656,2024-01-23 05:35:12,2024-01-23 05:35:12,ready,#FFFFFF
19655,2024-01-23 05:35:12,2024-01-23 05:35:12,hold,#FFFFFF
19654,2024-01-23 05:35:12,2024-01-23 05:35:12,their,#FFFFFF
19653,2024-01-23 05:35:12,2024-01-23 05:35:12,sing,#FFFFFF
19652,2024-01-23 05:35:12,2024-01-23 05:35:12,door,#FFFFFF
19651,2024-01-23 05:35:12,2024-01-23 05:35:12,imagine,#FFFFFF
19650,2024-01-23 05:35:12,2024-01-23 05:35:12,service,#FFFFFF
19649,2024-01-23 05:35:12,2024-01-23 05:35:12,indeed,#FFFFFF
